berch,fnzd,2,2,0
berch,gmd,2,2,0
berch,mech,21,21,0
berhbl,bersud,8,8,0
berhbl,bhf,5,5,0
berhbl,bspd,12,12,0
berhbl,magdeb,127,127,0
berhbt,bhf,5,5,0
berhbt,bpaf,6,6,0
berhbt,bspd,12,12,0
berhbt,magdeb,127,127,0
bersud,berhbl,8,8,0
bersud,dresdn,183,183,0
bet,btl,10,10,30
bet,ehs,9,9,30
bf,wfm,5,5,30
bf,wsm,3,3,30
bgn,rb,16,16,30
bgn,rsd,13,13,30
bh,odz,15,15,0
bh,rheine,19,19,0
bhdv,gnd,3,3,30
bhdv,gr,6,6,30
bhf,berhbl,5,5,0
bhf,berhbt,5,5,0
bhf,dresdn,161,161,0
bhf,rzepin,116,116,0
bhg,odz,7,7,30
bhv,dld,3,3,30
bhv,utm,9,9,0
bhv,uto,6,6,30
bielef,hamm,45,45,0
bielef,hann,99,99,0
bischo,stjohp,14,14,0
bk,bde,7,7,30
bk,lut,4,4,30
bkf,bkg,0,0,30
bkf,ekz,4,4,30
bkg,bkf,0,0,30
bkg,hks,4,4,30
bkl,ac,12,12,30
bkl,mas,5,5,30
bkl,wd,19,19,30
bl,asn,16,16,30
bl,hgv,14,14,30
bll,hlm,3,3,30
bll,sptz,2,2,30
bltm,lhs,4,4,0
bltm,lsl,2,2,0
bmn,dr,6,6,30
bmn,zp,7,7,30
bmr,ck,10,10,30
bmr,vlb,7,7,30
bn,amri,7,7,30
bn,hgl,5,5,30
bnc,bnn,3,3,30
bnc,bnz,2,2,30
bnk,db,4,4,30
bnk,utvr,7,7,30
bnn,bnc,3,3,30
bnn,hvl,9,9,30
bnz,bnc,2,2,30
bnz,ltn,5,5,30
bonn,kko,55,55,0
bonn,koln,24,24,0
bonnb,kko,56,56,0
bonnb,koln,24,24,0
bourg,landry,6,6,0
bp,dwe,7,7,30
bp,gk,11,11,30
bpaf,berhbt,6,6,0
bpaf,dresdn,158,158,0
br,hrt,10,10,30
br,vl,2,2,30
br,vry,21,21,30
brauns,hann,61,61,0
brauns,magdeb,84,84,0
brd,rlb,4,4,30
brd,zwd,7,7,30
bremen,hamh,95,95,0
bremen,hann,101,101,0
bremen,osnh,104,104,0
bressx,fvs,12,12,0
bressx,luik,3,3,0
brn,amf,9,9,30
brn,hvs,7,7,30
brn,sd,5,5,30
brusc,brusn,2,2,0
brusc,brusz,1,1,0
brusn,brusc,2,2,0
brusn,fbnl,10,10,0
brusn,leuven,30,30,0
brusn,mech,24,24,0
brusz,acdg,240,240,0
brusz,brusc,1,1,0
brusz,chamb,597,597,0
brusz,lillee,100,100,0
brusz,paris,260,260,0
bsd,gdm,7,7,30
bsd,ldm,7,7,30
bsk,apn,6,6,30
bsk,bsks,2,2,30
bsks,bsk,2,2,30
bsks,wadn,2,2,30
bsmz,hvsm,6,6,30
bsmz,ndb,0,0,30
bspd,berhbl,12,12,0
bspd,berhbt,12,12,0
bspd,lrw,58,58,0
btl,bet,10,10,30
btl,ot,9,9,30
btl,vg,8,8,30
buende,oeynh,16,16,0
buende,osnh,40,40,0
bv,drh,6,6,30
bv,hk,3,3,30
bzl,gs,5,5,30
bzl,krg,6,6,30
cas,hlo,7,7,30
cas,utg,4,4,30
chamb,albert,38,38,0
chamb,brusz,597,597,0
chur,landq,13,13,0
ck,bmr,10,10,30
ck,mmlh,4,4,30
cl,gdm,8,8,30
cl,htnc,10,10,30
co,dln,4,4,30
co,gbg,7,7,30
cps,nwk,5,5,30
cps,rta,0,0,30
cvm,egh,2,2,30
cvm,krd,2,2,30
da,vhp,2,2,30
da,vz,5,5,30
db,bnk,4,4,30
db,mrn,8,8,30
ddn,go,10,10,30
ddn,hglg,3,3,30
ddr,ddrs,3,3,30
ddr,ddzd,0,0,30
ddr,zwd,2,2,30
ddrs,ddr,3,3,30
ddrs,sdtb,4,4,30
ddzd,ddr,0,0,30
ddzd,zlw,15,15,30
decin,badsch,16,16,0
decin,usti,19,19,0
dei,drp,7,7,30
dei,lw,4,4,30
did,wl,6,6,30
did,zv,5,5,30
dl,omn,11,11,30
dl,zl,12,12,30
dld,amf,9,9,30
dld,bhv,3,3,30
dld,stz,7,7,30
dln,co,4,4,30
dln,na,7,7,30
dmn,assp,2,2,30
dmn,wp,7,7,30
dmnz,dvd,2,2,30
dmnz,wp,7,7,30
dn,hmbh,9,9,30
dn,hrt,18,18,30
dr,bmn,6,6,30
dr,rh,6,6,30
dresd,badsch,47,47,0
dresd,dresdn,10,10,0
dresdn,bersud,183,183,0
dresdn,bhf,161,161,0
dresdn,bpaf,158,158,0
dresdn,dresd,10,10,0
drh,bv,6,6,30
drh,sptn,0,0,30
dron,kpnz,13,13,30
dron,lls,17,17,30
drp,dei,7,7,30
drp,fn,6,6,30
dt,dtcp,2,2,30
dt,rsw,5,5,30
dtc,dtch,2,2,30
dtc,gdr,5,5,30
dtch,dtc,2,2,30
dtch,wl,3,3,30
dtcp,dt,2,2,30
dtcp,sdm,8,8,30
duisb,dussel,23,23,0
duisb,oberh,7,7,0
dussel,duisb,23,23,0
dussel,kkd,34,34,0
dussel,neuss,8,8,0
dussel,wuppv,24,24,0
dv,dvc,4,4,30
dv,ost,10,10,30
dv,twl,5,5,30
dv,zp,16,16,30
dvc,dv,4,4,30
dvc,hon,15,15,30
dvd,asa,2,2,30
dvd,asb,2,2,30
dvd,dmnz,2,2,30
dvd,rai,4,4,30
dvn,wtv,4,4,30
dvn,zv,5,5,30
dvnk,ledn,3,3,30
dvnk,vst,2,2,30
dwe,bp,7,7,30
dwe,fwd,3,3,30
dz,dzw,1,1,30
dzw,apg,3,3,30
dzw,dz,1,1,30
eabg,enbe,6,6,0
eabg,enow,3,3,0
eahs,eepe,11,11,0
eahs,elgd,7,7,0
ebbs,ashfd,51,51,0
ebbs,stp,16,16,0
ebeo,eun,8,8,0
ebeo,hamm,10,10,0
ebft,egrk,4,4,0
ebft,emte,5,5,0
ebgo,egrk,1,1,0
ebgo,enow,6,6,0
ebok,elue,8,8,0
ebok,eseb,3,3,0
ec,rm,13,13,30
ec,srn,5,5,30
ecmf,ehw,7,7,0
ecmf,elet,5,5,0
ed,edc,2,2,30
ed,klp,7,7,30
ed,wf,9,9,30
edc,ed,2,2,30
edc,ltn,6,6,30
edd,edkd,3,3,0
edd,eprn,3,3,0
edf,are,1,1,0
edf,stolb,5,5,0
edkd,edd,3,3,0
edkd,edo,5,5,0
edn,fvs,4,4,0
edn,fvsg,2,2,30
edn,mtr,9,9,30
edo,edkd,5,5,0
edo,hamm,30,30,0
edo,wupph,36,36,0
edulh,eldh,12,12,0
edulh,elet,10,10,0
eem,rd,7,7,30
eenp,hagen,10,10,0
eenp,kswe,4,4,0
eepe,eahs,11,11,0
eepe,g,4,4,0
egh,cvm,2,2,30
egh,lg,2,2,30
eghm,hz,4,4,0
eghm,lg,3,3,30
egrk,ebft,4,4,0
egrk,ebgo,1,1,0
ehai,ehv,9,9,30
ehs,bet,9,9,30
ehs,ehv,1,1,30
ehv,ehai,9,9,30
ehv,ehs,1,1,30
ehv,gp,6,6,30
ehv,hmbv,10,10,30
ehw,ecmf,7,7,0
ehw,elgd,5,5,0
ehzw,esrt,8,8,0
ehzw,eun,6,6,0
ekz,bkf,4,4,30
el,em,8,8,0
el,zv,8,8,0
eldh,edulh,12,12,0
eldh,esem,6,6,0
elet,ecmf,5,5,0
elet,edulh,10,10,0
elgd,eahs,7,7,0
elgd,ehw,5,5,0
elue,ebok,8,8,0
elue,eprn,3,3,0
em,el,8,8,0
em,epra,6,6,0
emg,zv,6,6,0
eml,hd,4,4,30
eml,pt,5,5,30
emn,emnz,4,4,30
emnz,emn,4,4,30
emnz,na,5,5,30
emte,ebft,5,5,0
emte,eop,7,7,0
enbe,eabg,6,6,0
enbe,enhf,7,7,0
enhf,enbe,7,7,0
enhf,munst,3,3,0
enhf,rheine,35,35,0
enow,eabg,3,3,0
enow,ebgo,6,6,0
eop,emte,7,7,0
eop,g,11,11,0
epra,em,6,6,0
epra,wesel,27,27,0
eprn,edd,3,3,0
eprn,elue,3,3,0
es,ese,6,6,30
es,esk,4,4,30
eschn,escht,5,5,0
eschn,eweis,3,3,0
escht,eschn,5,5,0
escht,eschw,3,3,0
eschw,escht,3,3,0
eschw,stolb,14,14,0
ese,es,6,6,30
ese,gbr,3,3,30
eseb,ebok,3,3,0
eseb,esem,2,2,0
esem,eldh,6,6,0
esem,eseb,2,2,0
esk,es,4,4,30
esk,hgl,4,4,30
esn,gwd,4,4,0
esn,rsd,9,9,0
esrt,ehzw,8,8,0
esrt,hagen,11,11,0
est,ahz,3,3,30
est,nml,8,8,30
est,za,11,11,30
etn,bd,11,11,30
etn,rsd,13,13,30
eun,ebeo,8,8,0
eun,ehzw,6,6,0
eweis,eschn,3,3,0
eweis,lang,3,3,0
fbnl,brusn,10,10,0
fbnl,mech,13,13,0
fbr,fnu,6,6,0
fbr,lm,2,2,0
fdp,fki,5,5,0
fdp,fwa,2,2,0
fffm,ffs,2,2,0
fffm,fnaf,9,9,0
fffm,karlsr,140,140,0
fffm,mannhe,71,71,0
fffm,ts,156,156,0
ffs,fffm,2,2,0
ffs,wurzb,130,130,0
fhs,gdp,7,7,0
fie,ftg,10,10,0
fie,gdp,8,8,0
fki,fdp,5,5,0
fki,mho,2,2,0
fkth,gkt,1,1,0
fkth,gwd,4,4,0
flb,fnaf,50,50,0
flb,kmb,20,20,0
flensb,neumu,86,86,0
flensb,padb,8,8,0
flgp,flj,1,1,0
flgp,lhs,4,4,0
flj,flgp,1,1,0
flj,luik,2,2,0
flk,lsw,7,7,0
fmb,fsv,3,3,0
fmb,lni,3,3,0
fmz,fnaf,23,23,0
fmz,kko,62,62,0
fmz,mannhe,60,60,0
fn,drp,6,6,30
fn,hlg,9,9,30
fnaf,fffm,9,9,0
fnaf,flb,50,50,0
fnaf,fmz,23,23,0
fnaf,mannhe,64,64,0
fnu,fbr,6,6,0
fnu,fsn,3,3,0
fnzd,berch,2,2,0
fnzd,foe,3,3,0
fnzd,lzd,5,5,0
foe,fnzd,3,3,0
foe,lkm,5,5,0
frp,fsv,3,3,0
fsn,fnu,3,3,0
fsn,llb,5,5,0
fsv,fmb,3,3,0
fsv,frp,3,3,0
ftg,fie,10,10,0
ftg,lgl,6,6,0
fvs,bressx,12,12,0
fvs,edn,4,4,0
fvsg,edn,2,2,30
fwa,fdp,2,2,0
fwa,lnk,4,4,0
fwd,dwe,3,3,30
fwd,hdg,4,4,30
g,eepe,4,4,0
g,eop,11,11,0
g,gbr,3,3,0
gbg,co,7,7,30
gbg,hdb,6,6,30
gbr,ese,3,3,30
gbr,g,3,3,0
gd,gdg,3,3,30
gd,llzm,13,13,30
gd,nwk,9,9,30
gd,wadt,7,7,30
gdg,gd,3,3,30
gdg,wd,13,13,30
gdm,bsd,7,7,30
gdm,cl,8,8,30
gdm,tpsw,10,10,30
gdm,zbm,9,9,30
gdp,fhs,7,7,0
gdp,fie,8,8,0
gdp,hassel,7,7,0
gdr,dtc,5,5,30
gdr,tbg,1,1,30
geisl,tgo,17,17,0
geisl,tu,27,27,0
gerp,gn,2,2,30
gerp,hrn,4,4,30
gerp,kw,10,10,30
gk,bp,11,11,30
gk,zh,7,7,30
gkt,fkth,1,1,0
gkt,mid,2,2,0
gln,sbk,3,3,30
gln,std,4,4,30
gmd,berch,2,2,0
gmd,gmog,1,1,0
gmog,gmd,1,1,0
gmog,mho,2,2,0
gn,gerp,2,2,30
gn,gnn,4,4,30
gn,zh,12,12,30
gnd,bhdv,3,3,30
gnd,hbzm,3,3,30
gnn,gn,4,4,30
gnn,swd,7,7,30
go,ddn,10,10,30
go,lc,13,13,30
gp,ehv,6,6,30
gp,hze,5,5,30
gr,akl,5,5,30
gr,bhdv,6,6,30
gs,arn,15,15,30
gs,bzl,5,5,30
gv,gvc,0,0,30
gv,gvmw,2,2,30
gv,laa,0,0,30
gvc,gv,0,0,30
gvc,laa,0,0,30
gvc,vb,3,3,30
gvm,laa,4,4,30
gvm,vst,6,6,30
gvmw,gv,2,2,30
gvmw,rsw,2,2,30
gw,akm,5,5,30
gw,lw,13,13,30
gwd,esn,4,4,0
gwd,fkth,4,4,0
gz,bd,10,10,30
gz,tbr,6,6,30
had,hil,7,7,30
had,hlm,4,4,30
hagen,eenp,10,10,0
hagen,esrt,11,11,0
hamh,bremen,95,95,0
hamh,hann,132,132,0
hamh,neumu,58,58,0
hamm,bielef,45,45,0
hamm,ebeo,10,10,0
hamm,edo,30,30,0
hamm,munst,36,36,0
hann,bielef,99,99,0
hann,brauns,61,61,0
hann,bremen,101,101,0
hann,hamh,132,132,0
hann,hwob,72,72,0
hann,minden,56,56,0
hassel,gdp,7,7,0
hb,hrl,4,4,30
hb,nh,3,3,30
hbzm,gnd,3,3,30
hbzm,sdt,1,1,30
hd,eml,4,4,30
hd,ns,12,12,30
hdb,gbg,6,6,30
hdb,mrb,8,8,30
hde,ns,9,9,30
hde,wz,9,9,30
hdg,fwd,4,4,30
hdg,lwc,7,7,30
hdr,hdrz,0,0,30
hdrz,ana,12,12,30
hdrz,hdr,0,0,30
hfd,nvp,5,5,30
hfd,rtd,42,42,30
hfd,shl,5,5,30
hgl,bn,5,5,30
hgl,esk,4,4,30
hgl,hglg,2,2,30
hgl,hglo,2,2,30
hglg,ddn,3,3,30
hglg,hgl,2,2,30
hglo,hgl,2,2,30
hglo,odz,9,9,30
hgv,bl,14,14,30
hgv,mp,20,20,30
hgz,mth,2,2,30
hgz,zb,8,8,30
hil,had,7,7,30
hil,vh,10,10,30
hk,bv,3,3,30
hk,utg,3,3,30
hks,bkg,4,4,30
hks,hnk,10,10,30
hlg,fn,9,9,30
hlg,hlgh,1,1,30
hlgh,hlg,1,1,30
hlm,bll,3,3,30
hlm,had,4,4,30
hlm,hlms,0,0,30
hlm,ovn,2,2,30
hlms,hlm,0,0,30
hlms,hwzb,5,5,30
hlo,amr,5,5,30
hlo,cas,7,7,30
hm,hmbh,0,0,30
hm,hmh,0,0,30
hmbh,dn,9,9,30
hmbh,hm,0,0,30
hmbv,ehv,10,10,30
hmbv,hmh,3,3,30
hmh,hm,0,0,30
hmh,hmbv,3,3,30
hmn,op,3,3,30
hmn,za,3,3,30
hn,hnk,0,0,30
hn,obd,11,11,30
hn,pmo,19,19,30
hnk,hks,10,10,30
hnk,hn,0,0,30
hno,rat,6,6,30
hno,zl,12,12,30
hnp,kmw,5,5,30
hnp,wk,4,4,30
hon,dvc,15,15,30
hon,rsn,7,7,30
hopf,kirchb,26,26,0
hopf,worgl,13,13,0
hor,hvsp,6,6,30
hor,uto,9,9,30
hr,akm,11,11,30
hr,hry,1,1,30
hrl,hb,4,4,30
hrl,hrlw,2,2,30
hrl,lg,3,3,30
hrlw,hrl,2,2,30
hrlw,vdl,2,2,30
hrn,asn,22,22,30
hrn,gerp,4,4,30
hrt,br,10,10,30
hrt,dn,18,18,30
hry,hr,1,1,30
hry,wv,10,10,30
ht,hto,0,0,30
ht,tb,22,22,30
ht,vg,4,4,30
ht,zbm,13,13,30
htn,htnc,0,0,30
htn,utln,4,4,30
htnc,cl,10,10,30
htnc,htn,0,0,30
hto,ht,0,0,30
hto,rs,7,7,30
hvl,amf,7,7,30
hvl,apd,35,35,30
hvl,bnn,9,9,30
hvs,brn,7,7,30
hvs,hvsm,1,1,30
hvs,hvsp,0,0,30
hvsm,bsmz,6,6,30
hvsm,hvs,1,1,30
hvsp,hor,6,6,30
hvsp,hvs,0,0,30
hwd,amrn,7,7,30
hwd,obd,6,6,30
hwd,sgn,14,14,30
hwob,hann,72,72,0
hwob,ls,75,75,0
hwzb,ass,7,7,30
hwzb,hlms,5,5,30
hz,eghm,4,4,0
hz,kohl,5,5,0
hze,gp,5,5,30
hze,mz,10,10,30
ijt,sk,3,3,30
ijt,wk,13,13,30
innsb,jenbac,32,32,0
innsb,land,126,126,0
jenbac,innsb,32,32,0
jenbac,worgl,57,57,0
karlsr,fffm,140,140,0
karlsr,mannhe,54,54,0
karlsr,rbb,27,27,0
karlsr,ts,62,62,0
kbd,krg,7,7,30
kbd,rb,3,3,30
kbk,apdm,8,8,30
kbk,vem,5,5,30
kboi,kbry,3,3,0
kboi,kdul,5,5,0
kbry,kboi,3,3,0
kbry,kn,4,4,0
kdr,lang,10,10,0
kdul,kboi,5,5,0
kdul,viers,5,5,0
kirchb,hopf,26,26,0
kirchb,kitzb,13,13,0
kitzb,kirchb,13,13,0
kitzb,stjoh,11,11,0
kkd,dussel,34,34,0
kkd,koln,1,1,0
kkd,ksb,22,22,0
kkd,wupph,38,38,0
kkerp,kkw,2,2,0
kkerp,pulh,10,10,0
kko,bonn,55,55,0
kko,bonnb,56,56,0
kko,fmz,62,62,0
kkw,kkerp,2,2,0
kkw,koln,4,4,0
klp,ed,7,7,30
klp,mrn,14,14,30
kma,utg,5,5,30
kma,wm,2,2,30
kmb,flb,20,20,0
kmb,ksb,59,59,0
kmr,sog,2,2,30
kmr,vdl,4,4,30
kmw,hnp,5,5,30
kmw,stv,4,4,30
kn,kbry,4,4,0
kn,vl,5,5,0
koben,roskil,34,34,0
kohl,aw,6,6,0
kohl,hz,5,5,0
kold,odens,60,60,0
kold,padb,74,74,0
koln,bonn,24,24,0
koln,bonnb,24,24,0
koln,kkd,1,1,0
koln,kkw,4,4,0
konin,kutno,76,76,0
konin,pozn,93,93,0
kpn,zlsh,10,10,30
kpnz,dron,13,13,30
kpnz,zl,12,12,30
krd,cvm,2,2,30
krg,bzl,6,6,30
krg,kbd,7,7,30
ksb,kkd,22,22,0
ksb,kmb,59,59,0
kswe,eenp,4,4,0
kswe,kwo,5,5,0
ktr,op,4,4,30
ktr,tl,12,12,30
kufst,rosenh,30,30,0
kufst,worgl,28,28,0
kutno,konin,76,76,0
kutno,warsaw,123,123,0
kw,gerp,10,10,30
kw,mth,1,1,30
kwba,kwo,2,2,0
kwba,wupph,4,4,0
kwo,kswe,5,5,0
kwo,kwba,2,2,0
kz,zd,2,2,30
kz,zzs,1,1,30
laa,gv,0,0,30
laa,gvc,0,0,30
laa,gvm,4,4,30
land,innsb,126,126,0
landq,chur,13,13,0
landq,zue,103,103,0
landry,aime,7,7,0
landry,bourg,6,6,0
lang,eweis,3,3,0
lang,kdr,10,10,0
lc,go,13,13,30
lc,zp,17,17,30
ldl,apn,15,15,30
ldl,ledn,0,0,30
ldm,akl,7,7,30
ldm,bsd,7,7,30
ledn,dvnk,3,3,30
ledn,ldl,0,0,30
ledn,ssh,8,8,30
ledn,vh,8,8,30
leer,wr,15,15,0
leuven,brusn,30,30,0
leuven,luik,55,55,0
lg,egh,2,2,30
lg,eghm,3,3,30
lg,hrl,3,3,30
lgl,ftg,6,6,0
lgl,lsl,6,6,0
lhs,bltm,4,4,0
lhs,flgp,4,4,0
lillee,ashfd,165,165,0
lillee,brusz,100,100,0
linz,amst,48,48,0
linz,wels,24,24,0
lkm,foe,5,5,0
lkm,schll,2,2,0
lkp,maria,2,2,0
lkp,mid,6,6,0
lkr,andd,6,6,0
lkr,maria,3,3,0
llb,fsn,5,5,0
llb,lsw,2,2,0
lls,almo,16,16,30
lls,dron,17,17,30
llzm,gd,13,13,30
llzm,ztmo,2,2,30
lm,fbr,2,2,0
lm,lzd,3,3,0
lni,fmb,3,3,0
lni,schll,1,1,0
lnk,fwa,4,4,0
lnk,mech,2,2,0
lp,apg,8,8,30
lp,stm,4,4,30
lrw,bspd,58,58,0
lrw,ls,34,34,0
ls,hwob,75,75,0
ls,lrw,34,34,0
lsl,bltm,2,2,0
lsl,lgl,6,6,0
lsw,flk,7,7,0
lsw,llb,2,2,0
ltn,bnz,5,5,30
ltn,edc,6,6,30
ltv,rl,13,13,30
ltv,www,9,9,30
luik,bressx,3,3,0
luik,flj,2,2,0
luik,leuven,55,55,0
lut,bk,4,4,30
lut,std,4,4,30
lw,dei,4,4,30
lw,gw,13,13,30
lw,lwc,3,3,30
lw,mg,10,10,30
lwc,hdg,7,7,30
lwc,lw,3,3,30
lzd,fnzd,5,5,0
lzd,lm,3,3,0
ma,mgzb,46,46,0
ma,munchh,56,56,0
ma,nurnb,121,121,0
magdeb,berhbl,127,127,0
magdeb,berhbt,127,127,0
magdeb,brauns,84,84,0
mannhe,fffm,71,71,0
mannhe,fmz,60,60,0
mannhe,fnaf,64,64,0
mannhe,karlsr,54,54,0
mannhe,ts,93,93,0
maria,lkp,2,2,0
maria,lkr,3,3,0
marne,acdg,22,22,0
mars,aixtgv,18,18,0
mas,bkl,5,5,30
mas,utzl,5,5,30
mcgb,neuss,17,17,0
mcgb,romm,25,25,0
mcgb,viers,7,7,0
mdb,arn,4,4,30
mdb,vss,6,6,30
mech,berch,21,21,0
mech,brusn,24,24,0
mech,fbnl,13,13,0
mech,lnk,2,2,0
mes,mtn,3,3,30
mes,sgl,3,3,30
mg,lw,10,10,30
mg,sknd,11,11,30
mgzb,ma,46,46,0
mgzb,tu,23,23,0
mho,fki,2,2,0
mho,gmog,2,2,0
mid,gkt,2,2,0
mid,lkp,6,6,0
minden,hann,56,56,0
minden,oeynh,13,13,0
mmlh,ck,4,4,30
mmlh,nmh,7,7,30
mout,aime,13,13,0
mout,albert,23,23,0
mp,hgv,20,20,30
mp,swk,14,14,30
mp,zl,28,28,30
mrb,hdb,8,8,30
mrb,omn,11,11,30
mrb,vhp,6,6,30
mrn,db,8,8,30
mrn,klp,14,14,30
mrn,vndw,15,15,30
mt,bde,6,6,30
mt,mtn,2,2,30
mt,mtr,0,0,30
mth,hgz,2,2,30
mth,kw,1,1,30
mtn,mes,3,3,30
mtn,mt,2,2,30
mtr,edn,9,9,30
mtr,mt,0,0,30
munchh,ma,56,56,0
munchh,rosenh,53,53,0
munchh,wurzb,247,247,0
munst,enhf,3,3,0
munst,hamm,36,36,0
munst,osnh,50,50,0
mz,hze,10,10,30
mz,wt,7,7,30
na,dln,7,7,30
na,emnz,5,5,30
ndb,ampo,7,7,30
ndb,bsmz,0,0,30
ndb,wp,9,9,30
ndkp,atwlb,19,19,0
ndkp,bd,28,28,0
ndkp,rlb,59,59,0
neumu,flensb,86,86,0
neumu,hamh,58,58,0
neuss,dussel,8,8,0
neuss,mcgb,17,17,0
nh,hb,3,3,30
nh,sn,3,3,30
nkk,avat,5,5,30
nkk,pt,7,7,30
nm,nmgo,3,3,30
nm,nmh,3,3,30
nm,nml,0,0,30
nmd,nmgo,2,2,30
nmd,wc,4,4,30
nmgo,nm,3,3,30
nmgo,nmd,2,2,30
nmh,mmlh,7,7,30
nmh,nm,3,3,30
nml,est,8,8,30
nml,nm,0,0,30
ns,hd,12,12,30
ns,hde,9,9,30
nsch,wr,10,10,0
nsch,wrg,1,1,30
nsch,ws,12,12,30
nurnb,ma,121,121,0
nurnb,regenb,89,89,0
nurnb,wurzb,92,92,0
nvd,rat,14,14,30
nvd,wdn,8,8,30
nvp,hfd,5,5,30
nvp,ssh,11,11,30
nwk,cps,5,5,30
nwk,gd,9,9,30
o,ow,0,0,30
o,rvs,8,8,30
obd,hn,11,11,30
obd,hwd,6,6,30
oberh,duisb,7,7,0
oberh,oberhs,4,4,0
oberhs,oberh,4,4,0
oberhs,wesel,22,22,0
odb,rsd,7,7,30
odb,zvb,8,8,30
odens,kold,60,60,0
odens,roskil,117,117,0
odz,bh,15,15,0
odz,bhg,7,7,30
odz,hglo,9,9,30
oeynh,buende,16,16,0
oeynh,minden,13,13,0
omn,dl,11,11,30
omn,mrb,11,11,30
op,hmn,3,3,30
op,ktr,4,4,30
osnh,bremen,104,104,0
osnh,buende,40,40,0
osnh,munst,50,50,0
osnh,rheine,43,43,0
ost,dv,10,10,30
ost,wh,7,7,30
ot,btl,9,9,30
ot,tb,8,8,30
otb,ah,4,4,30
otb,wf,4,4,30
ovn,hlm,2,2,30
ovn,zvt,6,6,30
ow,o,0,0,30
ow,rs,12,12,30
padb,flensb,8,8,0
padb,kold,74,74,0
paris,brusz,260,260,0
pass,regenb,111,111,0
pass,wels,62,62,0
pmo,hn,19,19,30
pmo,pmr,0,0,30
pmr,pmo,0,0,30
pmr,pmw,1,1,30
pmw,pmr,1,1,30
